Year,Position,Amateur Team,Games,Points,Goalie Wins,Score,Amateur League
2008,Forward,Vancouver Giants (WHL),357.0,76.0,,433.0,WHL
2008,Forward,Swift Current Broncos (WHL),662.0,204.0,,866.0,WHL
2008,Forward,Windsor Spitfires (OHL),768.0,441.0,,1209.0,OHL
2008,Forward,Kelowna Rockets (WHL),171.0,36.0,,207.0,WHL
2008,Defence,HC Ocelari Trinec (Czech),30.0,7.0,,37.0,Tipsport Extraliga
2008,Goalie,Saskatoon Blades (WHL),513.0,12.0,299.0,525.0,WHL
2008,Defence,USNDT (USA),55.0,11.0,,66.0,USDP
2008,Defence,Cedar Rapids Roughriders (USHL),69.0,20.0,,89.0,USHL
2008,Forward,Sarnia Sting (OHL),1.0,0.0,,1.0,OHL
2008,Forward,HV71 Jr. (Sweden Jr.),49.0,13.0,,62.0,J20 Nationell
2008,Defence,Farjestad BK (Sweden),1.0,0.0,,1.0,SHL
2008,Defence,Plymouth Whalers (OHL),79.0,7.0,,86.0,OHL
2008,Goalie,Tappara Jr. (Finland Jr.),15.0,0.0,6.0,15.0,SM-liiga
2008,Forward,HV71 Jr. (Sweden Jr.),1.0,0.0,,1.0,J20 Nationell
2008,Forward,Swift Current Broncos (WHL),513.0,125.0,,638.0,WHL
2008,Defence,Saginaw Spirit (OHL),772.0,308.0,,1080.0,OHL
2008,Forward,Vancouver Giants (WHL),146.0,12.0,,158.0,WHL
2008,Forward,Langley (BCHL),381.0,114.0,,495.0,BCHL
2008,Forward,Malmo Jr. (Sweden Jr.),652.0,401.0,,1053.0,J20 Nationell
2008,Goalie,Spokane Chiefs (WHL),76.0,3.0,22.0,79.0,WHL
2008,Forward,Lokomotiv Yaroslavl 2 (Russia-3),155.0,48.0,,203.0,
2008,Goalie,Victoriaville Tigres (QMJHL),50.0,1.0,18.0,51.0,QMJHL
2008,Forward,Brandon Wheat Kings (WHL),566.0,203.0,,769.0,WHL
2008,Defence,Ohio Junior Blue Jackets (USHL),290.0,44.0,,334.0,USHL
2008,Forward,Rimouski Oceanic (QMJHL),2.0,1.0,,3.0,QMJHL
2008,Forward,HC Plzen (Czech),12.0,4.0,,16.0,Tipsport Extraliga
2008,Defence,Vancouver Giants (WHL),7.0,0.0,,7.0,WHL
2008,Defence,Smiths Falls (CJHL),454.0,56.0,,510.0,
2008,Forward,Northern Michigan (CCHA),74.0,22.0,,96.0,NCAA
2008,Forward,Sarnia Sting (OHL),817.0,149.0,,966.0,OHL
2008,Defence,Frolunda HC (Sweden),151.0,37.0,,188.0,SHL
2008,Goalie,Metallurg Magnitogorsk 2 (Russia-3),1.0,0.0,0.0,1.0,
2008,Defence,Moncton Wildcats (QMJHL),272.0,56.0,,328.0,QMJHL
2008,Defence,Spokane Chiefs (WHL),772.0,345.0,,1117.0,WHL
2008,Forward,Avon Old Farms School (High-CT),700.0,452.0,,1152.0,High School
2008,Defence,Ohio Junior Blue Jackets (USHL),132.0,13.0,,145.0,USHL
2008,Forward,KalPa Jr. (Finland Jr.),52.0,13.0,,65.0,SM-liiga
2008,Goalie,Belleville Bulls (OHL),2.0,0.0,0.0,2.0,OHL
2008,Forward,Boston College (H-East),237.0,54.0,,291.0,NCAA
2008,Defence,Sparta Sarpsborg (Norway),39.0,6.0,,45.0,Fjordkraft-ligaen
2008,Forward,Sarnia Sting (OHL),8.0,1.0,,9.0,OHL
2008,Forward,Miami (Ohio) (CCHA),448.0,143.0,,591.0,NCAA
2008,Forward,Mississauga St. Michael's Majors (OHL),374.0,42.0,,416.0,OHL
2008,Defence,Ferris State (CCHA),133.0,38.0,,171.0,NCAA
2008,Defence,Victoriaville Tigres (QMJHL),699.0,214.0,,913.0,QMJHL
2008,Forward,Waywayseecappo (MJHL),21.0,3.0,,24.0,
2008,Defence,Camrose (AJHL),12.0,2.0,,14.0,AJHL
2008,Defence,Lincoln Stars (USHL),256.0,48.0,,304.0,USHL
2008,Goalie,Brynas IF Jr. (Sweden Jr.),1.0,0.0,,1.0,J20 Nationell
2008,Forward,Barrie Colts (OHL),7.0,0.0,,7.0,OHL
2008,Goalie,Almtuna IS (Sweden-2),130.0,4.0,45.0,134.0,Allsvenskan
2007,Forward,London Knights (OHL),1107.0,1180.0,,2287.0,OHL
2007,Forward,USNDT (USA),879.0,562.0,,1441.0,USDP
2007,Forward,Burnaby (BCHL),776.0,425.0,,1201.0,BCHL
2007,Defence,Seattle Thunderbirds (WHL),456.0,117.0,,573.0,WHL
2007,Defence,Calgary Hitmen (WHL),686.0,130.0,,816.0,WHL
2007,Forward,London Knights (OHL),967.0,505.0,,1472.0,OHL
2007,Forward,Halifax Mooseheads (QMJHL),1047.0,800.0,,1847.0,QMJHL
2007,Forward,Everett Silvertips (WHL),20.0,4.0,,24.0,WHL
2007,Forward,Ottawa 67's (OHL),845.0,633.0,,1478.0,OHL
2007,Defence,Kamloops Blazers (WHL),212.0,27.0,,239.0,WHL
2007,Forward,Red Deer Rebels (WHL),770.0,289.0,,1059.0,WHL
2007,Defence,Cretin-Derham Hall (High-MN),783.0,337.0,,1120.0,High School
2007,Forward,Frolunda HC Jr. (Sweden Jr.),870.0,348.0,,1218.0,J20 Nationell
2007,Defence,USNDT (USA),816.0,433.0,,1249.0,USDP
2007,Defence,Calgary Hitmen (WHL),10.0,2.0,,12.0,WHL
2007,Forward,Saskatoon Blades (WHL),154.0,18.0,,172.0,WHL
2007,Defence,USNDT (USA),670.0,165.0,,835.0,USDP
2007,Forward,Salmon Arm (BCHL),627.0,176.0,,803.0,BCHL
2007,Forward,Sioux City Musketeers (USHL),850.0,642.0,,1492.0,USHL
2007,Defence,Vancouver Giants (WHL),110.0,24.0,,134.0,WHL
2007,Forward,VIK Vasteras HK (Sweden-2),826.0,436.0,,1262.0,Allsvenskan
2007,Forward,Lewiston MAINEiacs (QMJHL),973.0,665.0,,1638.0,QMJHL
2007,Defence,St. Michael's (OPJHL),571.0,118.0,,689.0,
2007,Defence,Omaha Lancers (USHL),1.0,0.0,,1.0,USHL
2007,Forward,Minnesota (WCHA),77.0,13.0,,90.0,
2007,Defence,St. John's Fog Devils (QMJHL),53.0,13.0,,66.0,QMJHL
2007,Forward,Oshawa Generals (OHL),18.0,5.0,,23.0,OHL
2007,Defence,Westminster School (High-CT),3.0,1.0,,4.0,High School
2007,Forward,Colorado College (WCHA),3.0,0.0,,3.0,
2007,Forward,Vancouver Giants (WHL),72.0,20.0,,92.0,WHL
2007,Defence,Lewiston MAINEiacs (QMJHL),10.0,0.0,,10.0,QMJHL
2007,Forward,Belleville Bulls (OHL),150.0,16.0,,166.0,OHL
2007,Defence,Belleville Bulls (OHL),834.0,467.0,,1301.0,OHL
2007,Forward,Des Moines Buccaneers (USHL),68.0,14.0,,82.0,USHL
2007,Defence,Lincoln Stars (USHL),3.0,0.0,,3.0,USHL
2007,Forward,Prince George Cougars (WHL),135.0,24.0,,159.0,WHL
2007,Forward,Chilliwack Bruins (WHL),87.0,26.0,,113.0,WHL
2007,Goalie,Plymouth Whalers (OHL),10.0,0.0,1.0,10.0,OHL
2007,Forward,Dartmouth (ECAC),321.0,105.0,,426.0,
2007,Forward,Sudbury Wolves (OHL),7.0,3.0,,10.0,OHL
2007,Forward,Kitchener Rangers (OHL),437.0,124.0,,561.0,OHL
2007,Forward,Owen Sound Attack (OHL),1019.0,524.0,,1543.0,OHL
2007,Defence,Sarnia Sting (OHL),11.0,1.0,,12.0,OHL
2007,Forward,Rouyn-Noranda Huskies (QMJHL),29.0,4.0,,33.0,QMJHL
2007,Forward,Vancouver Giants (WHL),25.0,9.0,,34.0,WHL
2007,Defence,Kootenay Ice (WHL),3.0,1.0,,4.0,WHL
2007,Forward,Traktor Chelyabinsk (Russia),413.0,265.0,,678.0,KHL
2007,Forward,Spokane Chiefs (WHL),179.0,33.0,,212.0,WHL
2007,Defence,Kitchener Rangers (OHL),499.0,94.0,,593.0,OHL
2007,Forward,Deerfield Academy (High-MA),723.0,402.0,,1125.0,High School
2007,Defence,Kitchener Rangers (OHL),490.0,69.0,,559.0,OHL
2007,Forward,Erie Otters (OHL),87.0,25.0,,112.0,OHL
2007,Forward,Notre Dame (CCHA),1.0,0.0,,1.0,NCAA
2007,Goalie,Kolner EC Jr. (Germany Jr.),1.0,0.0,0.0,1.0,
2007,Forward,Frolunda HC Jr. (Sweden Jr.),205.0,36.0,,241.0,J20 Nationell
2007,Forward,Sioux Falls Stampede (USHL),149.0,27.0,,176.0,USHL
2007,Defence,Michigan (CCHA),231.0,39.0,,270.0,NCAA
2007,Forward,Neftyanik Leninogorsk (Russia-2),22.0,3.0,,25.0,VHL
2007,Defence,Miami (Ohio) (CCHA),686.0,246.0,,932.0,NCAA
2007,Defence,USNDT (USA),5.0,1.0,,6.0,USDP
2007,Forward,Lulea HF (Sweden),79.0,32.0,,111.0,SHL
2007,Forward,Fort Saskatchewan (AJHL),135.0,35.0,,170.0,AJHL
2007,Forward,Sioux Falls Stampede (USHL),207.0,32.0,,239.0,USHL
2007,Forward,Lethbridge Hurricanes (WHL),365.0,109.0,,474.0,WHL
2007,Defence,Spokane Chiefs (WHL),279.0,33.0,,312.0,WHL
2007,Forward,Mississagua IceDogs (OHL),35.0,9.0,,44.0,OHL
2007,Forward,Portland Winterhawks (WHL),535.0,156.0,,691.0,WHL
2007,Defence,Brandon Wheat Kings (WHL),167.0,14.0,,181.0,WHL
2007,Forward,Kitchener Rangers (OHL),280.0,75.0,,355.0,OHL
2007,Defence,Saint John Sea Dogs (QMJHL),7.0,2.0,,9.0,QMJHL
2007,Forward,St. John's Fog Devils (QMJHL),70.0,13.0,,83.0,QMJHL
2007,Forward,HC Topolcany (Slovakia-2),1.0,0.0,,1.0,Tipos Extraliga
2007,Forward,Victoria (BCHL),948.0,769.0,,1717.0,BCHL
2007,Forward,Plymouth Whalers (OHL),152.0,38.0,,190.0,OHL
2007,Forward,Salisbury School (High-CT),100.0,16.0,,116.0,High School
2007,Forward,Kelowna Rockets (WHL),25.0,2.0,,27.0,WHL
2007,Defence,Soo Greyhounds (OHL),679.0,293.0,,972.0,OHL
2007,Forward,Malmo (Sweden-2),25.0,3.0,,28.0,Allsvenskan
2007,Forward,Minnesota State (WCHA),22.0,5.0,,27.0,
2007,Goalie,Capital District (EJHL),126.0,0.0,54.0,126.0,
2007,Goalie,Camrose (AJHL),11.0,0.0,3.0,11.0,AJHL
2007,Forward,Erie Otters (OHL),148.0,14.0,,162.0,OHL
2007,Forward,St. Louis Bandits (NAHL),649.0,274.0,,923.0,NAHL
2007,Defence,Plymouth Whalers (OHL),121.0,20.0,,141.0,OHL
2007,Forward,Saint John Sea Dogs (QMJHL),27.0,10.0,,37.0,QMJHL
2007,Forward,Lulea HF (Sweden),10.0,3.0,,13.0,SHL
2007,Forward,Sodertalje SK Jr. (Sweden Jr.),713.0,296.0,,1009.0,J20 Nationell
2007,Forward,Soo Greyhounds (OHL),131.0,33.0,,164.0,OHL
2007,Forward,Erie Otters (OHL),147.0,8.0,,155.0,OHL
2007,Forward,Avon Old Farms School (High-CT),761.0,334.0,,1095.0,High School
2007,Forward,USNDT (USA),9.0,1.0,,10.0,USDP
2007,Forward,Gatineau Olympiques (QMJHL),521.0,208.0,,729.0,QMJHL
2007,Defence,Linkoping HC (Sweden),629.0,138.0,,767.0,SHL
2007,Forward,Calgary Hitmen (WHL),16.0,5.0,,21.0,WHL
2007,Defence,Massachusetts (H-East),791.0,197.0,,988.0,NCAA
2007,Forward,Portland Winterhawks (WHL),102.0,11.0,,113.0,WHL
2007,Defence,Swift Current Broncos (WHL),205.0,35.0,,240.0,WHL
2006,Defence,USNDT (USA),857.0,329.0,,1186.0,USDP
2006,Forward,Peterborough Petes (OHL),1092.0,611.0,,1703.0,OHL
2006,Forward,North Dakota (WCHA),1014.0,852.0,,1866.0,
2006,Forward,Brynas IF (Sweden),1058.0,1011.0,,2069.0,SHL
2006,Forward,Minnesota (WCHA),1204.0,956.0,,2160.0,
2006,Forward,Drummondville Voltigeurs (QMJHL),951.0,522.0,,1473.0,QMJHL
2006,Forward,Des Moines Buccaneers (USHL),909.0,564.0,,1473.0,USHL
2006,Forward,Everett Silvertips (WHL),297.0,160.0,,457.0,WHL
2006,Forward,Cape Breton Screaming Eagles (QMJHL),394.0,91.0,,485.0,QMJHL
2006,Forward,HC Kladno (Czech),858.0,384.0,,1242.0,Tipsport Extraliga
2006,Goalie,Lewiston MAINEiacs (QMJHL),404.0,8.0,165.0,412.0,QMJHL
2006,Forward,Barrie Colts (OHL),843.0,521.0,,1364.0,OHL
2006,Forward,HC Kladno (Czech),446.0,177.0,,623.0,Tipsport Extraliga
2006,Forward,Spokane Chiefs (WHL),640.0,276.0,,916.0,WHL
2006,Goalie,Ilves Jr. (Finland Jr.),1.0,0.0,0.0,1.0,SM-liiga
2006,Defence,Prince George Cougars (WHL),26.0,6.0,,32.0,WHL
2006,Forward,Des Moines Buccaneers (USHL),810.0,189.0,,999.0,USHL
2006,Forward,Kingston Frontenacs (OHL),668.0,322.0,,990.0,OHL
2006,Defence,Owen Sound Attack (OHL),45.0,6.0,,51.0,OHL
2006,Forward,Gatineau Olympiques (QMJHL),1018.0,923.0,,1941.0,QMJHL
2006,Goalie,Lokomotiv Yaroslavl 2 (Russia-3),560.0,8.0,261.0,568.0,
2006,Forward,VIK Vasteras HK (Sweden-2),717.0,326.0,,1043.0,Allsvenskan
2006,Goalie,Everett Silvertips (WHL),13.0,1.0,3.0,14.0,WHL
2006,Defence,Rouyn-Noranda Huskies (QMJHL),5.0,2.0,,7.0,QMJHL
2006,Forward,Sudbury Wolves (OHL),1021.0,499.0,,1520.0,OHL
2006,Defence,USNDT (USA),70.0,9.0,,79.0,USDP
2006,Defence,Saginaw Spirit (OHL),34.0,6.0,,40.0,OHL
2006,Forward,HC Vitkovice (Czech),6.0,2.0,,8.0,Tipsport Extraliga
2006,Defence,Brainerd HS (High-MN),1.0,1.0,,2.0,High School
2006,Goalie,HC Slavia Praha Jr. (Czech Jr.),257.0,4.0,105.0,261.0,Tipsport Extraliga
2006,Forward,Ottawa 67's (OHL),617.0,220.0,,837.0,OHL
2006,Forward,Sioux Falls Stampede (USHL),183.0,36.0,,219.0,USHL
2006,Forward,Kingston Frontenacs (OHL),139.0,21.0,,160.0,OHL
2006,Forward,Metallurg Magnitogorsk (Russia),669.0,274.0,,943.0,KHL
2006,Defence,Des Moines Buccaneers (USHL),803.0,322.0,,1125.0,USHL
2006,Goalie,Sodertalje SK Jr. (Sweden Jr.),153.0,0.0,50.0,153.0,J20 Nationell
2006,Forward,Belleville Bulls (OHL),551.0,174.0,,725.0,OHL
2006,Forward,Kootenay Ice (WHL),47.0,8.0,,55.0,WHL
2006,Forward,Vancouver Giants (WHL),1096.0,565.0,,1661.0,WHL
2006,Defence,Acadie-Bathurst Titan (QMJHL),3.0,0.0,,3.0,QMJHL
2006,Forward,Lokomotiv Yaroslavl (Russia),771.0,376.0,,1147.0,KHL
2006,Forward,USNDT (USA),55.0,13.0,,68.0,USDP
2006,Defence,Windsor Spitfires (OHL),351.0,53.0,,404.0,OHL
2006,Forward,Lokomotiv Yaroslavl 2 (Russia-3),18.0,5.0,,23.0,
2006,Forward,Assat (Finland),129.0,24.0,,153.0,SM-liiga
2006,Defence,USNDT (USA),348.0,110.0,,458.0,USDP
2006,Defence,Linkoping HC (Sweden),4.0,2.0,,6.0,SHL
2006,Defence,USNDT (USA),187.0,29.0,,216.0,USDP
2006,Forward,Calgary Hitmen (WHL),313.0,61.0,,374.0,WHL
2006,Defence,Green Bay Gamblers (USHL),289.0,43.0,,332.0,USHL
2006,Goalie,London Knights (OHL),476.0,12.0,205.0,488.0,OHL
2006,Forward,Moncton Wildcats (QMJHL),874.0,795.0,,1669.0,QMJHL
2006,Forward,Oshawa Generals (OHL),933.0,262.0,,1195.0,OHL
2006,Goalie,Miami (Ohio) (CCHA),48.0,1.0,18.0,49.0,NCAA
2006,Defence,Owen Sound Attack (OHL),160.0,17.0,,177.0,OHL
2006,Forward,CSKA Moskva 2 (Russia-3),82.0,14.0,,96.0,
2006,Defence,Salisbury School (High-CT),6.0,1.0,,7.0,High School
2006,Forward,Bowling Green (CCHA),14.0,2.0,,16.0,NCAA
2006,Forward,Plymouth Whalers (OHL),154.0,21.0,,175.0,OHL
2006,Forward,Seattle Thunderbirds (WHL),1.0,0.0,,1.0,WHL
2006,Forward,HK Riga 2000 (Belarus),91.0,15.0,,106.0,
2006,Forward,Mississagua IceDogs (OHL),3.0,0.0,,3.0,OHL
2006,Goalie,Red Deer Rebels (WHL),433.0,3.0,192.0,436.0,WHL
2006,Forward,USNDT (USA),7.0,0.0,,7.0,USDP
2006,Defence,Guelph Storm (OHL),2.0,0.0,,2.0,OHL
2006,Goalie,ZSC Lions (Swiss),76.0,1.0,20.0,77.0,NL
2006,Defence,Tolzer Lowen (Germany-2),206.0,27.0,,233.0,
2006,Forward,Belleville Bulls (OHL),477.0,158.0,,635.0,OHL
2006,Goalie,Cushing Academy (High-MA),48.0,1.0,20.0,49.0,High School
2006,Goalie,Alaska-Fairbanks (CCHA),192.0,3.0,80.0,195.0,NCAA
2006,Defence,Des Moines Buccaneers (USHL),1.0,0.0,,1.0,USHL
2006,Defence,Halifax Mooseheads (QMJHL),42.0,4.0,,46.0,QMJHL
2006,Forward,Newmarket (OPJHL),7.0,2.0,,9.0,
2006,Forward,Providence (H-East),5.0,0.0,,5.0,NCAA
2006,Goalie,Colgate (ECAC),1.0,0.0,0.0,1.0,
2006,Defence,Salisbury School (High-CT),243.0,42.0,,285.0,High School
2006,Defence,Rouyn-Noranda Huskies (QMJHL),18.0,0.0,,18.0,QMJHL
2006,Defence,Moncton Wildcats (QMJHL),586.0,161.0,,747.0,QMJHL
2006,Forward,Frolunda HC Jr. (Sweden Jr.),488.0,168.0,,656.0,J20 Nationell
2006,Forward,CSKA Moskva (Russia),8.0,1.0,,9.0,KHL
2006,Forward,HPK (Finland),3.0,1.0,,4.0,SM-liiga
2006,Forward,Acadie-Bathurst Titan (QMJHL),708.0,352.0,,1060.0,QMJHL
2006,Forward,Assat (Finland),491.0,170.0,,661.0,SM-liiga
2006,Forward,HC Ceske Budejovice Jr. (Czech Jr.),46.0,4.0,,50.0,Tipsport Extraliga
2006,Forward,Hamilton (OPJHL),1.0,0.0,,1.0,
2006,Forward,Medicine Hat Tigers (WHL),515.0,127.0,,642.0,WHL
2006,Forward,Boston College (H-East),98.0,23.0,,121.0,NCAA
2006,Defence,CSKA Moskva 2 (Russia-3),15.0,2.0,,17.0,
2006,Forward,Boston University (H-East),88.0,6.0,,94.0,NCAA
2006,Defence,Tabor Academy (High-MA),1.0,0.0,,1.0,High School
2006,Forward,Notre Dame (CCHA),372.0,99.0,,471.0,NCAA
2005,Forward,Rimouski Oceanic (QMJHL),1108.0,1409.0,,2517.0,QMJHL
2005,Forward,Owen Sound Attack (OHL),866.0,569.0,,1435.0,OHL
2005,Defence,USNDT (USA),1024.0,312.0,,1336.0,USDP
2005,Forward,Sudbury Wolves (OHL),625.0,263.0,,888.0,OHL
2005,Goalie,Tri-City Americans (WHL),712.0,13.0,361.0,725.0,WHL
2005,Forward,Vancouver Giants (WHL),299.0,95.0,,394.0,WHL
2005,Forward,USNDT (USA),368.0,84.0,,452.0,USDP
2005,Forward,Saskatoon Blades (WHL),516.0,261.0,,777.0,WHL
2005,Defence,Moorhead HS (High-MN),209.0,36.0,,245.0,High School
2005,Defence,Val-d'Or Foreurs (QMJHL),36.0,2.0,,38.0,QMJHL
2005,Forward,Sodertalje SK Jr. (Sweden Jr.),1210.0,1067.0,,2277.0,J20 Nationell
2005,Defence,Sudbury Wolves (OHL),1019.0,214.0,,1233.0,OHL
2005,Forward,Erie Otters (OHL),33.0,7.0,,40.0,OHL
2005,Forward,HC Ceske Budejovice Jr. (Czech Jr.),673.0,338.0,,1011.0,Tipsport Extraliga
2005,Defence,Guelph Storm (OHL),106.0,7.0,,113.0,OHL
2005,Defence,Kitchener Rangers (OHL),331.0,74.0,,405.0,OHL
2005,Forward,Moose Jaw Warriors (WHL),42.0,3.0,,45.0,WHL
2005,Goalie,Ilves Jr. (Finland Jr.),564.0,17.0,308.0,581.0,SM-liiga
2005,Defence,Kitchener Rangers (OHL),74.0,16.0,,90.0,OHL
2005,Forward,Sodertalje SK Jr. (Sweden Jr.),173.0,83.0,,256.0,J20 Nationell
2005,Forward,Warroad HS (High-MN),900.0,635.0,,1535.0,High School
2005,Forward,St. Michael's (OPJHL),1140.0,426.0,,1566.0,
2005,Forward,Sarnia Sting (OHL),13.0,4.0,,17.0,OHL
2005,Defence,Sioux Falls Stampede (USHL),21.0,1.0,,22.0,USHL
2005,Defence,Virginia HS (High-MN),949.0,356.0,,1305.0,High School
2005,Forward,Windsor Spitfires (OHL),434.0,196.0,,630.0,OHL
2005,Defence,PHK Presov (Slovakia-2),15.0,3.0,,18.0,Tipos Extraliga
2005,Defence,Portland Winterhawks (WHL),131.0,10.0,,141.0,WHL
2005,Forward,Plymouth Whalers (OHL),869.0,559.0,,1428.0,OHL
2005,Forward,USNDT (USA),40.0,7.0,,47.0,USDP
2005,Defence,Quebec Remparts (QMJHL),1161.0,346.0,,1507.0,QMJHL
2005,Defence,Shattuck-St. Mary's School (High-MN),166.0,22.0,,188.0,High School
2005,Defence,Seattle Thunderbirds (WHL),1.0,0.0,,1.0,WHL
2005,Goalie,USNDT (USA),1.0,0.0,0.0,1.0,USDP
2005,Forward,HC Vitkovice Jr. (Czech Jr.),11.0,5.0,,16.0,Tipsport Extraliga
2005,Defence,Portland Winterhawks (WHL),98.0,18.0,,116.0,WHL
2005,Goalie,HC Kladno Jr. (Czech Jr.),398.0,6.0,156.0,404.0,Tipsport Extraliga
2005,Forward,Cedar Rapids Roughriders (USHL),739.0,252.0,,991.0,USHL
2005,Forward,Erie Otters (OHL),127.0,13.0,,140.0,OHL
2005,Forward,Denver (WCHA),1072.0,800.0,,1872.0,
2005,Forward,Drummondville Voltigeurs (QMJHL),341.0,147.0,,488.0,QMJHL
2005,Defence,Calgary Hitmen (WHL),22.0,4.0,,26.0,WHL
2005,Forward,Camrose (AJHL),546.0,251.0,,797.0,AJHL
2005,Defence,Sudbury Wolves (OHL),512.0,73.0,,585.0,OHL
2005,Forward,Lewiston MAINEiacs (QMJHL),151.0,14.0,,165.0,QMJHL
2005,Forward,Kamloops Blazers (WHL),76.0,5.0,,81.0,WHL
2005,Defence,Val-d'Or Foreurs (QMJHL),941.0,650.0,,1591.0,QMJHL
2005,Forward,Calgary Hitmen (WHL),1.0,0.0,,1.0,WHL
2005,Defence,Medicine Hat Tigers (WHL),912.0,254.0,,1166.0,WHL
2005,Forward,Belleville Bulls (OHL),4.0,0.0,,4.0,OHL
2005,Forward,Sarnia Sting (OHL),139.0,22.0,,161.0,OHL
2005,Goalie,Avon Old Farms School (High-CT),712.0,20.0,359.0,732.0,High School
2005,Forward,Kingston Frontenacs (OHL),7.0,1.0,,8.0,OHL
2005,Forward,Ilves Jr. (Finland Jr.),1.0,0.0,,1.0,SM-liiga
2005,Defence,HIFK Jr. (Finland Jr.),17.0,0.0,,17.0,SM-liiga
2005,Defence,Vancouver Giants (WHL),550.0,212.0,,762.0,WHL
2005,Defence,London Knights (OHL),59.0,7.0,,66.0,OHL
2005,Defence,Brampton Battalion (OHL),10.0,2.0,,12.0,OHL
2005,Forward,Blues Jr. (Finland Jr.),2.0,0.0,,2.0,SM-liiga
2005,Defence,Kitchener Rangers (OHL),219.0,22.0,,241.0,OHL
2005,Goalie,Texas Tornado (NAHL),413.0,12.0,222.0,425.0,NAHL
2005,Defence,Prince Edward Island Rocket (QMJHL),78.0,18.0,,96.0,QMJHL
2005,Forward,Michigan (CCHA),112.0,38.0,,150.0,NCAA
2005,Defence,Moncton Wildcats (QMJHL),66.0,9.0,,75.0,QMJHL
2005,Forward,Mississagua IceDogs (OHL),75.0,5.0,,80.0,OHL
2005,Defence,Sioux City Musketeers (USHL),407.0,86.0,,493.0,USHL
2005,Forward,Moorhead HS (High-MN),278.0,48.0,,326.0,High School
2005,Forward,Traktor Chelyabinsk (Russia-2),11.0,2.0,,13.0,VHL
2005,Forward,Kitchener Rangers (OHL),9.0,1.0,,10.0,OHL
2005,Defence,Bowling Green (CCHA),1.0,0.0,,1.0,NCAA
2005,Forward,Lincoln Stars (USHL),579.0,66.0,,645.0,USHL
2005,Forward,Moose Jaw Warriors (WHL),132.0,17.0,,149.0,WHL
2005,Forward,Leksands IF Jr. (Sweden Jr.),43.0,9.0,,52.0,J20 Nationell
2005,Defence,Cushing Academy (High-MA),1109.0,619.0,,1728.0,High School
2005,Forward,HC Slavia Praha Jr. (Czech Jr.),548.0,171.0,,719.0,Tipsport Extraliga
2005,Forward,Saginaw Spirit (OHL),445.0,101.0,,546.0,OHL
2005,Defence,HV71 Jr. (Sweden Jr.),821.0,172.0,,993.0,J20 Nationell
2005,Goalie,Cedar Rapids Roughriders (USHL),152.0,4.0,61.0,156.0,USHL
2005,Forward,Quebec Remparts (QMJHL),4.0,2.0,,6.0,QMJHL
2005,Goalie,Halifax Mooseheads (QMJHL),1.0,0.0,0.0,1.0,QMJHL
2005,Defence,Kamloops Blazers (WHL),8.0,1.0,,9.0,WHL
2005,Goalie,HC Sparta Praha (Czech),2.0,0.0,0.0,2.0,Tipsport Extraliga
2005,Forward,Medicine Hat Tigers (WHL),812.0,266.0,,1078.0,WHL
2005,Defence,Colorado College (WCHA),2.0,1.0,,3.0,
2005,Forward,USNDT (USA),435.0,151.0,,586.0,USDP
2005,Forward,Moose Jaw Warriors (WHL),1.0,0.0,,1.0,WHL
2005,Forward,Sodertalje SK Jr. (Sweden Jr.),229.0,43.0,,272.0,J20 Nationell
2005,Defence,Ottawa 67's (OHL),116.0,16.0,,132.0,OHL
2005,Forward,Windsor Spitfires (OHL),145.0,49.0,,194.0,OHL
2005,Defence,Noble & Greenough School (High-MA),389.0,65.0,,454.0,High School
2005,Forward,Brandon Wheat Kings (WHL),755.0,114.0,,869.0,WHL
2005,Goalie,Medicine Hat Tigers (WHL),1.0,0.0,0.0,1.0,WHL
2005,Forward,Vernon (BCHL),1.0,0.0,,1.0,BCHL
2005,Goalie,New Hampshire (EJHL),1.0,0.0,0.0,1.0,
2005,F,USNDT (USA),9.0,2.0,,11.0,USDP
2005,Forward,Prince George Cougars (WHL),12.0,0.0,,12.0,WHL
2005,Forward,Kootenay Ice (WHL),60.0,10.0,,70.0,WHL
2005,Forward,Sioux City Musketeers (USHL),162.0,39.0,,201.0,USHL
2005,Defence,Notre Dame (SJHL),3.0,0.0,,3.0,
2005,Defence,Salavat Yulayev Ufa 2 (Russia-3),4.0,1.0,,5.0,
2005,Forward,Guelph Storm (OHL),324.0,107.0,,431.0,OHL
2005,Forward,Chicoutimi Sagueneens (QMJHL),9.0,0.0,,9.0,QMJHL
2005,Forward,Sioux Falls Stampede (USHL),234.0,44.0,,278.0,USHL
2005,Forward,HK Gomel (Belarus),353.0,176.0,,529.0,
2005,Forward,Upper Canada (CISAA),286.0,102.0,,388.0,
2005,Forward,HK Dubmika Jr. (Slovakia Jr.),6.0,1.0,,7.0,Tipos Extraliga
2005,Forward,Kootenay Ice (WHL),41.0,2.0,,43.0,WHL
2005,Defence,Skovde IK (Sweden-2),930.0,293.0,,1223.0,Allsvenskan
2005,Defence,Kelowna Rockets (WHL),139.0,35.0,,174.0,WHL
2005,Forward,Des Moines Buccaneers (USHL),9.0,2.0,,11.0,USHL
2005,Forward,Vasby IK (Sweden-3),879.0,540.0,,1419.0,
2004,Forward,Dynamo Moskva (Russia),1274.0,1410.0,,2684.0,KHL
2004,Forward,Metallurg Magnitogorsk (Russia),981.0,1146.0,,2127.0,KHL
